NOMBRE_CONVOCATORIA,AÑO_CONVOCATORIA,FECHA_NACIMIENTO_ASPIRANTE,GENERO_ASPIRANTE,DPTO_NACIMIENTO_ASPIRANTE,POSIBLES_INSTITUCIONES_DE_ESTUDIO,PROGRAMA_DOCTORAL,PROG_NAL_CYT,GRAN_AREA_CONOCIMIENTO_ESTUDIO,AREA_CONOCIMIENTO_ESTUDIO
Doctorados Exterior 2012,2012,01/12/1984 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad De Barcelona,Master en Investigacion en Empresa Finanzas y Seguros,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,NEGOCIOS Y MANAGEMENT
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NARINO,Technische Universiteit Eindhoven,Doctorado en Ingenieria Electrica,No Aplica,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad de Cadiz,Programa oficial de doctorado en Ciencias,Ciencias del Mar y los Recursos Hidrobiologicos,CIENCIAS NATURALES,OTRAS CIENCIAS NATURALES
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad De Edimburgo,PhD Science and Technology Studies,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,SOCIOLOGIA
Doctorados Exterior 2012,2012,08/12/1975 12:00:00 AM,MASCULINO,ANTIOQUIA,Universidad Federal de Rio de Janeiro - Universidad federal de itajuba,Programa de posgrado (Doctorado) en procesos quimicos y bioquimicos,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA QUIMICA PLANTAS Y PRODUCTOS
Doctorados Exterior 2012,2012,04/05/1980 12:00:00 AM,MASCULINO,SANTANDER,Universidad de Alcala de Henares,DOCTORADO EN SENALIZACION CELULAR,Ciencia Tecnologia e Innovacion en Salud,OTRAS BIOLOGIAS,BIOQUIMICA Y BIOLOGIA MOLECULAR
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NARINO,University Of St Andrews - The University of Warwick - Kings College London,Master in Creative Industries / Phd Creative Industries Management,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,NEGOCIOS Y MANAGEMENT
Doctorados Exterior 2012,2012,02/10/1982 12:00:00 AM,MASCULINO,CESAR,UNIVERSIDAD AUTONOMA DE BARCELONA,Doctorado de Geografia,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Delft University of Technology,PhD en in Urban and Regional Development,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS CIENCIAS SOCIALES,ESTUDIOS URBANOS PLANIFICACION Y DESARROLLO
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidade Estadual De Campinas - Universidade Estadual de Campinas - Universidad Federal de Santa Catarina,Doctorado en Planeamiento de Sistemas Energeticos,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,CESAR,Universidad de Puerto Rico Recinto Rio Piedras,Ph.D. en Biologia,Ciencias Basicas,OTRAS BIOLOGIAS,BIOQUIMICA Y BIOLOGIA MOLECULAR
Doctorados Exterior 2012,2012,10/06/1975 12:00:00 AM,MASCULINO,BOGOTA D C,Boston University,Ed.D in Educational Leadership and Development,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS NATURALES,CIENCIAS SOCIALES INTERDISCIPLINARIA
Doctorados Exterior 2012,2012,01/12/1976 12:00:00 AM,MASCULINO,BOGOTA D C,Wageningen University - University Of Copenhagen - University Of Copenhagen,ciencias ambientales,No Aplica,OTRAS BIOLOGIAS,ECOLOGIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,Universidad Autonoma De Madrid - Lund University - Universidad Estadual de Campinas,Doctorado en Biologia y Ciencias de la Alimentacion,No Aplica,OTRAS CIENCIAS AGRICOLAS,ALIMENTOS Y BEBIDAS
Doctorados Exterior 2012,2012,12/12/1985 12:00:00 AM,FEMENINO,MAGDALENA,Delft University of Technology - UNESCO-IHE Institute for Water Education - EAWAG,Biotecnologia,Biotecnologia,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA AMBIENTAL Y GEOLOGICA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,Universidade de Sao Paulo - Brasil,Zootecnia,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,CIENCIAS VETERINARIAS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,PENNSYLVANIA STATE UNIVERSITY,Doctor of Education,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,EDUCACION GENERAL INCLUYE CAPACITACION PEDADOGIA
Doctorados Exterior 2011,2011,09/05/1986 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,Universidad de Buenos Aires,Doctorado de la Universidad de Buenos Aires,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,DERECHO
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Massachusetts,Environmental Conservation,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,DISTRITO FEDERAL,Universidad Politecnica de Cataluna - Universidad Politecnica de Cataluna - Universidad Politecnica de Cataluna,doctorado en ingenieria electronica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2011,2011,06/08/1979 12:00:00 AM,FEMENINO,SANTANDER,Universidad Politecnica de Cataluna,DOCTORADO EN INGENIERIA ELECTRONICA,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2011,2011,02/10/1981 12:00:00 AM,MASCULINO,BOGOTA D C,Louisiana State University - Florida Internacional University - University of Amsterdam,PhD in Environmental and Evolutionary Biology,Ciencias del Mar y los Recursos Hidrobiologicos,OTRAS BIOLOGIAS,ECOLOGIA
Doctorados Exterior 2011,2011,05/08/1973 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,University of British Columbia,Doctor of Philosophy in Soil Science,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS CIENCIAS AGRICOLAS,FORESTAL
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,BOYACA,University of Florida - Universidad de Wisconsin - THE UNIVERSITY OF GEORGIA,Doctorado en Genetica Cuantitativa,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,CIENCIAS VETERINARIAS
Doctorados Exterior 2011,2011,12/11/1987 12:00:00 AM,MASCULINO,BOGOTA D C,University of Harvard,Doctorado en Telecomunicaciones,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2011,2011,10/09/1976 12:00:00 AM,MASCULINO,BOGOTA D C,University Of Oxford,PhD in Clinical Neurology,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,MEDICINA GENERAL E INTERNA
Doctorados Exterior 2011,2011,01/12/1976 12:00:00 AM,MASCULINO,BOGOTA D C,Wageningen  University and Research Centre,environmental science,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,GEOCIENCIAS MULTIDISCIPLINARIO,GEOCIENCIAS MULTIDISCIPLINARIO
Doctorados Exterior 2011,2011,03/09/1982 12:00:00 AM,MASCULINO,BOGOTA D C,The University of Chicago - Brown University - Universidad De Bonn,Doctorado en Economia (PhD Economics),Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2011,2011,08/03/1973 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,Radboud University Nijmegen - Universidad De Basilea - Colorado State University,Doctorado en Microbiologia,Ciencia Tecnologia e Innovacion en Salud,OTRAS BIOLOGIAS,BIOLOGIA CELULAR Y MICROBIOLOGIA
Doctorados Exterior 2011,2011,09/04/1980 12:00:00 AM,FEMENINO,ANTIOQUIA,University Of British Columbia - University Of Alberta - University Of Queensland,Doctor of Philosophy in Plant Science (PhD),Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,AGRONOMIA
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Nottingham - University College of London,PhD by Design,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ARQUITECTURA Y URBANISMO
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of Guelph,Doctorado en Patobiologia Veterinaria,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,OTRAS CIENCIAS AGRICOLAS,CIENCIAS VETERINARIAS
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,CALDAS,Universidade Do Minho,Programa doctoral en Ingenieria de Materiales,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,COMPUESTOS LAMINADOS PLASTICOS REFORZADOS FIBRA SINTETICAS Y NATURALES ETC
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,universidad laval,Doctorat en Psychologie (P.h D),Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,PSICOLOGIA INCLUYE TERAPIAS DE APRENDIZAJE HABLA VISUAL Y OTRAS DISCAPACIDADES FISICAS Y MENTALES
Doctorados Exterior 2011,2011,01/01/1900 12:00:00 AM,MASCULINO,RISARALDA,Universidad Laval,Doctorat en Psychologie (D.Psy),Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,PSICOLOGIA INCLUYE TERAPIAS DE APRENDIZAJE HABLA VISUAL Y OTRAS DISCAPACIDADES FISICAS Y MENTALES
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOYACA,Universidad de Barcelona,Planificacion Territorial y Gestion Ambiental,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ESTUDIOS URBANOS PLANIFICACION Y DESARROLLO
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,Katholieke Universiteit Leuven - Ghent University,PhD in bioengineering - Bioinformatics,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,GENETICA Y HERENCIA
Doctorados Exterior 2012,2012,11/05/1985 12:00:00 AM,MASCULINO,RISARALDA,Universidad Autonoma de Barcelona - Universitat de Barcelona,Doctorado en Fisica,Ciencia Tecnologia e Innovacion en Ingenieria,GEOCIENCIAS MULTIDISCIPLINARIO,FISICA ATOMICA MOLECULAR Y QUIMICA
Doctorados Exterior 2012,2012,08/07/1974 12:00:00 AM,MASCULINO,BOGOTA D C,Purdue University,Doctoral program in Engineering Education,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS NATURALES,CIENCIAS NATURALES
Doctorados Exterior 2012,2012,09/04/1982 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Wollongong - University of Technology Sydney - Monash University,Doctor of Philosophy,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2012,2012,09/04/1976 12:00:00 AM,MASCULINO,BOGOTA D C,Rosentiel School Of Marine And Atmospheric Science University Of Miami - University of North Carolina at Chapel Hill - University of Hawaii,Marine Biology,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,OTRAS BIOLOGIAS
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NORTE DE SANTANDER,Georgia Institute of Technology - University of California Berkeley - Texas AM,PhD Building Construction,No Aplica,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA CIVIL
Doctorados Exterior 2012,2012,01/06/1985 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Syracuse University - NORTHWESTERN UNIVERSITY - George Mason University,PhD Social Informatics,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,CIENCIAS DE LA INFORMACION ASPECTOS SOCIALES
Doctorados Exterior 2012,2012,07/03/1987 12:00:00 AM,FEMENINO,ANTIOQUIA,Universidad De Edimburgo - UCL,PhD Stem Cell Research,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,MEDICINA GENERAL E INTERNA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Goldsmiths University of London - Cambridge University - University of Amsterdam,PhD in Cultural Studies,No Aplica,OTRAS HUMANIDADES,ANTROPOLOGIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,CAUCA,Instituto Universitario de Investigacion Ortega y Gasset,Doctorado America Latina Contemporanea,No Aplica,OTRAS HUMANIDADES,CIENCIAS POLITICAS
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidad Laval,Doctorat en Psychologie,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,PSICOLOGIA INCLUYE TERAPIAS DE APRENDIZAJE HABLA VISUAL Y OTRAS DISCAPACIDADES FISICAS Y MENTALES
Doctorados Exterior 2012,2012,05/11/1984 12:00:00 AM,MASCULINO,BOGOTA D C,Ohio University,Doctorado en Ingenieria Quimica,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA QUIMICA PLANTAS Y PRODUCTOS
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,UNIVERSITY COLLEGE OF LONDON - University of Oxford,PhD in Statistics,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,ESTADISTICAS Y PROBABILIDADES INVESTIGACION EN METODOLOGIAS
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad Estadual de Campinas - Universidade Federal Do Rio Grande Do Sul - Universidade de Sao Paulo,Doctorado en Medio Ambiente y Socioedad,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,CIENCIAS NATURALES,CIENCIAS NATURALES
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NORTE DE SANTANDER,University of Ottawa - Universidad Nacional Autonoma de Mexico - Universidad Estadual de Campinas,Doctorado en Quimica,Ciencias Basicas,GEOCIENCIAS MULTIDISCIPLINARIO,QUIMICA ORGANICA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University Of Minnesota - THE UNIVERSITY OF FLORIDA - University Of Washington,Rehabilitation Science PhD program,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,MEDICINA GENERAL E INTERNA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,UNIVERSITY OF WISCONSIN-MADISON - Vanderbilt University - The University of Illinois at Urbana-Champaign,Psicologia Educativa,No Aplica,OTRAS HUMANIDADES,EDUCACION GENERAL INCLUYE CAPACITACION PEDADOGIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Purdue University - University of Illinois - University At Buffalo,Doctorado en Ingenieria Civil,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA CIVIL
Doctorados Exterior 2012,2012,11/11/1981 12:00:00 AM,FEMENINO,ATLANTICO,University Of Essex - European University Institute - University Of East London,Doctorado en Derecho,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,DERECHO
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,McGill University,Learning Science,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,EDUCACION GENERAL INCLUYE CAPACITACION PEDADOGIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,UNIVERSIDAD AUTONOMA DE BARCELONA,DOCTORADO EN LENGUA Y LITERATURA CATALANA Y ESTUDIOS TEATRALES,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,LINGUISTICA,LINGUISTICA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,META,Universidad De Viena,Doctorado en Investigacion (Dr.-Studium der Philosiphie UG2002),No Aplica,CIENCIAS NATURALES,CIENCIAS NATURALES
Doctorados Exterior 2012,2012,10/06/1984 12:00:00 AM,FEMENINO,BOYACA,Marquette University - Universidad de Wisconsing-Madison - Universidad De Vanderbilt,DNP DOCTOR OF NURSING PRACTICE,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,ENFERMERIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,MAGDALENA,UNIVERSITY OF CALIFORNIA/BERKELEY - CALIFORNIA - PENNSYLVANIA STATE UNIVERSITY/UNIVERSITY PARK (MAI - PENNSYLVANIA - UNIVERSITY OF ILLINOIS/URBANA-CHAMPAIGN - ILLINOIS,DOCTORADO EN INGENIERIA INDUSTRIAL,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA DE PRODUCCION
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,McMaster University,Health Policy PhD Program,Ciencia Tecnologia e Innovacion en Salud,OTRAS CIENCIAS MEDICAS,SALUD PUBLICA
Doctorados Exterior 2012,2012,08/04/1979 12:00:00 AM,MASCULINO,CALDAS,University of Cambridge - Imperial College London - Universidad De Liverpool,Graduate Research Studies at Department of Veterinary Medicine,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,ZOOLOGIA ORNITOLOGIA ENTOMOLOGIA CIENCIAS BIOLOGICAS DEL COMPORTAMIENTO
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,ATLANTICO,Universidad De Edimburgo,PhD en Estudios de Ciencia y Tecnologia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS NATURALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2012,2012,03/03/1980 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,The University of Illinois at Urbana-Champaign,PhD Curriculum and Instruction,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,EDUCACION GENERAL INCLUYE CAPACITACION PEDADOGIA
Doctorados Exterior 2012,2012,06/10/1979 12:00:00 AM,MASCULINO,CUNDINAMARCA,Tilburg University,Phd en filosofia politica y del derecho,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,FILOSOFIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Ohio State University - University Of Alberta - University of Arkansas,Ph.D. programs in Evolution Ecology  Organismal Biology.,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,OTRAS BIOLOGIAS,ZOOLOGIA ORNITOLOGIA ENTOMOLOGIA CIENCIAS BIOLOGICAS DEL COMPORTAMIENTO
Doctorados Exterior 2012,2012,10/05/1986 12:00:00 AM,MASCULINO,ANTIOQUIA,Purdue University,Materials Engineering,No Aplica,OTRAS INGENIERIAS Y TECNOLOGIAS,COMPUESTOS LAMINADOS PLASTICOS REFORZADOS FIBRA SINTETICAS Y NATURALES ETC
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Paris 1 Pantheon-Sorbonne - Paris 1 Pantheon-Sorbonne - Paris School of Economics,Doctorado en Economia,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Cornell University,City and Regional Planning,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ESTUDIOS URBANOS PLANIFICACION Y DESARROLLO
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NARINO,Universidad de Palermo,DOCTORADO DE LA UNIVERSIDAD DE PALERMO Ph.D en PSICOLOGIA,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS HUMANIDADES,PSICOLOGIA INCLUYE TERAPIAS DE APRENDIZAJE HABLA VISUAL Y OTRAS DISCAPACIDADES FISICAS Y MENTALES
Doctorados Exterior 2012,2012,04/04/1988 12:00:00 AM,MASCULINO,BOYACA,Swiss Federal Institute of Technology Zurich,Doctorado en ciencias de ETH Zurich Dr. sc. ETH Zurich,Investigaciones en Energia y Mineria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA CIVIL
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Bournemouth University,Mphil / PhD in Economics,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,ECONOMIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,TOLIMA,Universidad de Murcia,Doctorado en Informatica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA ELECTRICA Y ELECTRONICA
Doctorados Exterior 2012,2012,08/11/1981 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,Instituto de Ecologia A.C.,Doctorado en Ciencias,Ciencias Basicas,OTRAS BIOLOGIAS,ECOLOGIA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Universidade Federal De Minas Gerais,Programa de Posgrado en Quimica,Ciencias Basicas,OTRAS CIENCIAS MEDICAS,FARMACOLOGIA Y FARMACIA
Doctorados Exterior 2012,2012,01/10/1977 12:00:00 AM,FEMENINO,SANTANDER,Universidad de Buenos Aires,Doctorado de la Universidad de Buenos Aires,Ciencias Basicas,OTRAS BIOLOGIAS,BIOQUIMICA Y BIOLOGIA MOLECULAR
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Universidad de Valencia Espana,Doctorado en Direccion de Empresas,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,OTRAS CIENCIAS SOCIALES,NEGOCIOS Y MANAGEMENT
Doctorados Exterior 2012,2012,12/09/1986 12:00:00 AM,MASCULINO,ATLANTICO,Universidad de Sevilla,Diseno Avanzado en Ingenieria Mecanica,Ciencia Tecnologia e Innovacion en Ingenieria,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA MECANICA
Doctorados Exterior 2012,2012,01/01/1900 12:00:00 AM,MASCULINO,NO APLICA,Institut dUrbanisme de Paris - Universite Paris-Est (Creteil-Val de Marne),Doctorat en Urbanisme,No Aplica,OTRAS CIENCIAS SOCIALES,ESTUDIOS URBANOS PLANIFICACION Y DESARROLLO
